FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,POSAR,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3824500000,25,33,KG,6930,7038,6930,3379,15361640,0,0,0,711
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3824999900,11,33,KG,1504,1630,1504,2138,10354786,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3917310000,11,33,KG,375,402,375,941,4527841,0,136,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3917400000,11,33,KG,1448,1550,1448,9324,44848669,0,1351,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3919100000,11,33,KG,379,450,379,3811,17889735,0,0,0,502
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3920209000,11,33,KG,11426,11908,11426,41373,200340227,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3920430000,25,33,KG,6090,6185,6090,12190,55413190,0,0,0,2563
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3923109000,11,11,U,27,550,550,9427,44222905,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,3926909090,11,11,U,119,36,29,339,1571701,0,17,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,4015199000,11,19,2U,12,1,1,26,125511,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,4016991000,11,11,U,3514,1303,1063,12299,56964540,0,626,12,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,4409291000,11,67,M3,37,299,289,62,299203,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,4418190000,11,11,U,9,192,186,798,3864414,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,4418290000,11,11,U,9,277,268,882,4268549,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,4418790000,11,11,U,58,419,405,587,2840276,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,4418990000,11,11,U,1,6,5,4,19417,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,4908909000,11,33,KG,0,0,0,1,5419,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,5601220000,11,33,KG,266,277,266,1414,6848893,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,5606000000,11,33,KG,16,17,16,205,993632,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,5807900000,11,33,KG,59,61,59,5100,24695526,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,5811000000,11,82,M2,5238,503,482,4618,22362622,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,5911909000,11,33,KG,2818,3279,2818,72660,349509132,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,6003300000,11,33,KG,931,970,931,5000,24211300,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,6302220000,11,11,U,3440,1562,1498,10185,49318418,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,6305320000,11,11,U,15,42,42,2700,12987540,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,6810190000,11,82,M2,20196,21237,20196,14544,67362572,0,4895,125,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,6907220000,11,82,M2,5016,78315,76640,19548,94032098,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,7007110000,11,11,U,147,315,257,2977,13786262,0,152,3,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,7008000000,11,82,M2,114,5890,5356,20132,97482829,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,7009100000,11,11,U,380,445,363,4195,19430656,0,214,4,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,7215109000,11,33,KG,650,650,650,562,2636393,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,7310100000,11,11,U,4,236,218,546,2646053,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,7320100000,11,33,KG,12007,12007,12007,31400,151041050,0,750,8,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8202200000,11,11,U,3,4,3,185,895867,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8205599900,11,11,U,20,136,131,9,44549,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8302300000,11,11,U,232,2234,1823,21086,97664984,0,1074,20,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8305900000,11,11,U,20000,14,14,58,280367,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8307900000,11,33,KG,1,1,1,274,1325811,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8310000090,11,11,U,4,26,25,98,474541,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8413200000,11,11,U,1,19,18,265,1283054,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8430611000,11,11,U,1,34,33,188,908844,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8482100000,11,11,U,6,1,1,323,1562210,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8536902000,11,11,U,300,52,42,489,2265428,0,25,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8539520000,11,11,U,48,28,27,473,2291745,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8708292000,11,11,U,39,11,9,101,469648,0,5,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8708299000,11,11,U,424,2207,1801,20828,96466269,0,1060,20,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,8708995000,11,11,U,24,94,77,891,4128459,0,45,1,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9401200000,11,11,U,4,30,25,284,1314274,0,14,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9401610000,11,11,U,98,7664,7664,6105,28637932,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9401710000,11,11,U,12,938,938,921,4321057,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9403200000,11,11,U,6,469,469,410,1921189,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9403600000,11,11,U,52,4512,4431,9401,44940869,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9403890000,11,11,U,14,1095,1095,956,4482806,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9404210000,11,11,U,300,273,261,1594,7718562,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9405610000,11,11,U,4,6940,6400,79270,372356726,0,1050,504,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9607110000,11,11,U,6000,100,96,480,2324285,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,198,1,8,2,9607200000,11,33,KG,19,20,19,300,1452678,0,0,0,0
2301,48,580,PAN,6,CTG,11,1,741,1,199,1,8,2,7308909000,11,33,KG,13100,13150,13100,31615,143880315,0,1500,95,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,1803100000,11,33,KG,4000,4163,4000,15960,72441004,0,451,5,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,1805000000,11,33,KG,4000,4163,4000,11280,51198905,0,318,4,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,1806100000,11,33,KG,4778,5312,4778,17919,87399466,0,1315,6,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,1806209000,11,33,KG,3600,3747,3600,13890,63045460,0,392,4,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,3004201900,11,33,KG,626,743,626,30777,151547918,0,0,0,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,3004321900,11,33,KG,571,695,571,24354,119917914,0,0,0,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,3004902900,11,33,KG,9193,10137,9193,148050,727447727,0,0,0,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,3304990000,11,33,KG,7610,9138,7610,125540,618157335,0,0,0,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,3305100000,11,33,KG,572,673,572,5223,25717461,0,0,0,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,3401191000,11,33,KG,1396,1646,1396,13069,64351264,0,0,0,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,3401300000,11,33,KG,2723,3217,2723,26658,131263056,0,0,0,0
2301,48,580,PAN,6,CTG,11,2,472,1,198,1,8,2,6907220000,11,82,M2,5285,77924,76274,19767,97332462,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,434,1,198,1,8,2,6907220000,11,82,M2,3514,52169,51244,13156,59621244,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,3402500000,11,33,KG,8167,9091,8167,6696,31430957,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,3405400000,11,33,KG,1620,1803,1620,1692,7942231,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,3923210000,11,11,U,480,187,168,912,4280919,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,3924900000,11,11,U,1440,364,327,922,4325981,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,4015199000,11,19,2U,4808,472,424,3669,17221311,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,4417009000,11,11,U,240,69,62,96,450623,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,5603129000,11,82,M2,1800,401,360,3960,18588200,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,5603130000,11,82,M2,480,44,39,922,4325981,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,6307100000,11,11,U,16800,636,571,7896,37063745,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,6805300000,11,33,KG,485,540,485,7056,33120793,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,7323100000,11,11,U,4800,230,206,3072,14419937,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,9403600000,11,11,U,9,1740,1566,18116,84852861,0,1550,906,0
2301,48,580,PAN,6,CTG,11,4,464,1,198,1,8,2,9603909000,11,11,U,1560,737,662,3810,17884102,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,2,2,8,2,3402500000,11,33,KG,120,145,120,58,270374,0,0,0,0
2301,48,580,PAN,6,CTG,11,4,464,1,2,2,8,2,4016999000,11,11,U,160,37,31,80,375519,0,0,0,0
2301,48,580,PAN,6,CTG,11,7,467,1,4,1,8,2,9805000000,11,11,U,88,1970,1379,1380,6276930,0,0,0,0
2301,48,580,PAN,6,CTG,11,7,467,1,198,1,8,2,6907220000,11,82,M2,5285,79856,78206,21775,100867776,0,0,0,0
2301,48,580,PAN,6,CTG,11,7,607,1,198,1,8,2,1704901000,11,33,KG,499,554,499,1017,4772849,0,0,0,15
2301,48,580,PAN,6,CTG,11,7,607,1,198,1,8,2,1905320000,11,33,KG,41673,46257,41673,105348,494502928,0,0,0,1441
2301,48,580,PAN,6,CTG,11,7,607,1,198,1,8,2,3924109000,11,11,U,717280,5652,4543,41575,201316330,0,0,0,0
2301,48,580,PAN,6,CTG,11,7,607,1,198,1,8,2,4819400000,11,11,U,246130,24416,24416,106965,506492141,0,0,0,0
2301,48,580,PAN,6,CTG,11,7,607,1,198,1,8,2,7326909000,11,11,U,800,2359,2275,8760,41597210,0,0,0,963
2301,48,580,PAN,6,CTG,11,7,607,1,199,1,8,2,3209900090,11,33,KG,457,468,457,645,3062333,0,0,0,45
2301,48,580,PAN,6,CTG,11,7,607,1,199,1,8,2,3214101000,11,33,KG,4301,4404,4301,6069,28820789,0,0,0,427
2301,48,580,PAN,6,CTG,11,7,607,1,199,1,8,2,3404909000,11,33,KG,482,494,482,680,3228532,0,0,0,48
2301,48,580,PAN,6,CTG,11,7,607,1,199,1,8,2,8205599200,11,11,U,204,400,391,551,2617775,0,0,0,39
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,2,1,3920430000,13,33,KG,416,491,416,1459,6847640,1453,95,0,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,2,1,3923109000,13,11,U,343225,8358,7198,34418,161558358,21519,3048,11,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,2,1,3923509000,13,11,U,121700,682,588,3053,14331549,2047,300,1,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,2,1,3923900000,13,11,U,22500,309,265,1306,6131008,1095,106,0,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,2,1,3924109000,13,11,U,534708,2863,2514,14888,69881870,10395,1645,5,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,2,2,7615108000,13,11,U,19500,134,121,934,4383905,0,55,0,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,8,1,3808921200,13,33,KG,480,531,480,6749,33231091,6035,167,1,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,8,2,3214101000,13,33,KG,128722,138356,128722,66526,308340914,0,0,0,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,8,2,3808911900,13,33,KG,51,85,51,10555,51970555,0,148,1,0
2301,48,580,PAN,6,CTG,13,0,580,1,198,1,8,2,3808921900,8,33,KG,440,522,440,43679,210103090,0,0,0,0
2301,48,580,PAN,6,CTG,13,0,580,1,199,1,8,1,3808921200,13,33,KG,9856,10700,9856,65654,308181473,47184,1649,5,0
2301,48,580,PAN,6,CTG,13,0,580,1,199,1,8,1,3808929200,13,33,KG,5554,6029,5554,23847,111939457,22254,599,2,0
2301,48,580,PAN,6,CTG,13,0,580,1,199,1,8,2,3214101000,13,33,KG,26880,28542,26880,10051,45717883,0,0,0,0
2301,48,580,PAN,6,CTG,13,1,431,1,198,1,8,1,8302109000,17,11,U,151,2693,2572,14080,64080546,10560,0,0,0
2301,48,580,PAN,6,CTG,13,1,431,1,198,1,8,1,8302490000,17,11,U,4,55,53,960,4368979,720,0,0,0
2301,48,580,PAN,6,CTG,13,1,431,1,198,1,8,2,2827320000,25,33,KG,27300,28455,27300,13879,63130087,0,5700,76,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,1,3902100000,13,33,KG,23200,23642,23200,28416,133158297,3361,4304,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,1,3902300000,13,33,KG,9250,9291,9250,12220,59174693,2685,1374,3,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,2804300000,13,33,KG,12680,20180,12680,2514,12086454,0,0,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,2804400000,13,33,KG,19580,27080,19580,3395,16325007,0,0,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,3206190000,13,33,KG,5000,5022,5000,16968,82163807,0,872,4,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,3206499000,13,33,KG,500,506,500,2194,10468828,0,123,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,3214101000,13,33,KG,26589,28427,26589,12894,60488040,0,1506,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,3824999900,13,33,KG,1500,1507,1500,975,4723383,0,50,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,3901400000,13,33,KG,350,357,350,1164,5428043,0,73,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,4822900000,13,33,KG,19439,19484,19439,21279,98566268,0,1150,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,8421230000,68,11,U,3796,3241,3220,18862,90730762,0,0,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,198,1,8,2,8421310000,68,11,U,1203,1027,1021,10987,52849764,0,0,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,2,2,8,2,4911100000,68,33,KG,1,2,1,50,240510,0,0,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,2,2,8,2,8421310000,68,11,U,1,3,2,11,51181,0,0,0,0
2301,48,580,PAN,6,CTG,13,1,741,1,2,2,8,2,9608100000,68,11,U,50,4,3,25,120255,0,0,0,0
2301,48,580,PAN,6,CTG,13,2,472,1,198,1,8,2,8421219000,25,11,U,69,3893,3643,23429,116900870,0,2500,81,0
2301,48,580,PAN,6,CTG,13,4,434,1,199,1,8,2,7315810000,13,33,KG,50420,50420,50420,8000,36408160,0,1600,100,0
2301,48,580,PAN,6,CTG,17,0,580,1,198,1,8,2,811109000,17,33,KG,438,465,438,1214,5520969,0,0,0,0
2301,48,580,PAN,6,CTG,17,0,580,1,198,1,8,2,811200000,17,33,KG,438,465,438,1214,5520969,0,0,0,0
2301,48,580,PAN,6,CTG,17,0,580,1,198,1,8,2,2004100000,17,33,KG,2232,2370,2232,5372,24436361,0,0,0,0
2301,48,580,PAN,6,CTG,17,0,580,1,198,1,8,2,2008209000,17,33,KG,540,573,540,1248,5676528,0,0,0,0
2301,48,580,PAN,6,CTG,17,0,580,1,198,1,8,2,2008300000,17,33,KG,4560,4842,4560,10422,47404467,0,0,0,0
2301,48,580,PAN,6,CTG,17,0,580,1,198,1,8,2,2008800000,17,33,KG,2280,2421,2280,6212,28253463,0,0,0,0
2301,48,580,PAN,6,CTG,17,0,580,1,198,1,8,2,2008993000,17,33,KG,480,510,480,1192,5421812,0,0,0,0
2301,48,580,PAN,6,CTG,17,0,580,1,198,1,8,2,2008999000,17,33,KG,10380,11022,10380,27299,124167682,0,0,0,0
2301,48,580,PAN,6,CTG,17,1,611,1,198,1,8,1,3503001000,17,33,KG,4000,4200,4000,36798,167280045,34636,1188,15,0
2301,48,580,PAN,6,CTG,19,1,741,1,198,1,8,2,4818200000,19,33,KG,6562,6980,6562,11541,53460961,0,0,0,0
2301,48,580,PAN,6,CTG,19,1,741,1,198,1,8,2,4818900000,19,33,KG,1598,1700,1598,4358,20186016,0,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,198,1,8,1,6910100000,25,11,U,2001,35364,33588,28884,138939067,28884,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,198,1,8,1,8481801000,25,11,U,222,106,100,3210,15439684,2587,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,198,1,8,2,2309902000,25,33,KG,27400,27542,27400,79005,359553335,0,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,198,1,8,2,3917400000,25,33,KG,10588,11527,10588,42706,208649048,0,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,198,1,8,2,3922200000,25,11,U,748,1124,1031,5315,25568329,0,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,198,1,8,2,8481801000,25,11,U,4,2,2,40,191254,0,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,198,1,8,2,8481809900,25,11,U,376,147,135,1183,5692775,0,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,198,1,8,2,8481909000,25,11,U,175,8,7,289,1388224,0,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,199,1,8,2,1520000000,25,33,KG,67899,68157,67899,22814,111461447,0,0,0,0
2301,48,580,PAN,6,CTG,25,0,580,1,199,1,8,2,2309902000,25,33,KG,27100,27241,27100,57549,270134431,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,1,6910100000,25,11,U,3265,55411,52732,43429,202625591,43429,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,1,8481801000,25,11,U,81,19,18,647,3183661,456,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,2501001000,25,33,KG,150000,150888,150000,37350,169260863,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,3808941900,25,33,KG,15960,18259,15960,8694,39399035,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,3917400000,25,33,KG,7533,8196,7533,28951,135893733,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,3924900000,25,11,U,15,2,2,42,206069,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,3925900000,25,11,U,60,19,18,598,2944060,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,3926909090,25,11,U,2120,2086,1931,6641,32698019,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,4819100000,25,11,U,200,15,14,304,1426973,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,9401800000,25,11,U,2500,6905,6390,13685,67384940,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,9403600000,25,11,U,41,1354,1259,3015,14844531,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,351,1,198,1,8,2,9403700000,25,11,U,460,7031,6506,24145,118891309,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,431,1,199,1,8,2,3824400000,25,33,KG,22800,24000,22800,23178,113239827,0,1653,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,198,1,8,2,3402500000,25,33,KG,60,68,60,764,3629784,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,198,1,8,2,8471609000,11,11,U,17,1662,1326,39100,183421619,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,198,1,8,2,8472909090,25,11,U,60,353,314,2678,12715640,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,198,1,8,2,8525890000,11,11,U,20,9,7,1180,5535486,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,198,1,8,2,9608100000,25,11,U,1400,128,114,1176,5584283,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,198,1,8,2,9608200000,25,11,U,48,2,2,150,713421,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,198,1,8,2,9608600000,25,11,U,144,1,1,170,806872,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,198,1,8,2,9612200000,25,11,U,864,22,19,501,2379588,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,199,1,8,1,9608200000,25,11,U,3720,86,80,1005,4774562,977,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,2,2,8,2,3215909000,25,33,KG,0,1,0,3,14246,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,611,1,2,2,8,2,9608200000,25,11,U,128,43,19,7,32290,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,1,6910100000,25,11,U,1110,16620,15768,16676,80213019,16673,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,1,8481801000,25,11,U,431,356,264,6918,33277060,3289,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,1517100000,25,33,KG,54600,55692,54600,47248,224359018,0,872,142,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,2309902000,25,33,KG,7600,22139,7600,14560,68470875,0,704,35,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,3004202000,25,33,KG,50,146,50,36530,171788535,0,1766,88,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,4202121090,11,11,U,75,168,58,5552,27704393,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,4819200000,25,11,U,73450,4714,4254,16121,80438316,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,6101300000,11,11,U,100,93,32,2632,13134820,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,6205200000,11,11,U,850,166,57,6956,34709764,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,6505009000,11,11,U,100,29,10,517,2581858,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,8481801000,25,11,U,4,6,5,453,2177289,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,198,1,8,2,9403600000,25,11,U,40,1205,1139,3648,17549918,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,2,2,8,2,1517100000,25,33,KG,6,6,6,10,43235,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,2,2,8,2,4821900000,25,33,KG,1,1,1,1,4703,0,0,0,0
2301,48,580,PAN,6,CTG,25,1,741,1,2,2,8,2,6302999000,25,11,U,1,8,8,62,282163,0,2,0,0
2301,48,580,PAN,6,CTG,25,2,472,1,198,1,8,2,5909000000,25,33,KG,94,110,94,389,1882671,0,0,0,0
2301,48,580,PAN,6,CTG,25,2,472,1,198,1,8,2,7310299000,25,11,U,64,1279,1090,6493,31443167,0,0,0,0
2301,48,580,PAN,6,CTG,25,2,472,1,198,1,8,2,8413701100,25,11,U,141,7135,6080,42188,204285798,0,0,0,0
2301,48,580,PAN,6,CTG,25,2,472,1,198,1,8,2,8413702100,25,11,U,13,763,651,5165,25008384,0,0,0,0
2301,48,580,PAN,6,CTG,25,2,472,1,198,1,8,2,8413919000,25,11,U,74,45,38,497,2407136,0,0,0,0
2301,48,580,PAN,6,CTG,25,2,472,1,198,1,8,2,8424890090,25,11,U,3,148,126,1117,5409773,0,0,0,0
2301,48,580,PAN,6,CTG,25,2,472,1,198,1,8,2,8501524000,25,11,U,1,237,202,1464,7091006,0,0,0,0
2301,48,580,PAN,6,CTG,25,4,434,1,198,1,8,1,9619001010,25,33,KG,3079,3110,3079,12860,61860375,9935,0,0,0
2301,48,580,PAN,6,CTG,25,4,434,1,198,1,8,2,3824400000,25,33,KG,23745,24945,23745,22408,101547454,0,1879,0,0
2301,48,580,PAN,6,CTG,25,7,467,1,198,1,8,1,7019800000,25,33,KG,4131,4210,4131,14251,68550737,12919,0,0,0
2301,48,580,PAN,6,CTG,25,7,607,1,198,1,8,2,901212000,25,33,KG,1311,1553,1311,20224,95108303,0,0,0,0
2301,48,580,PAN,6,CTG,25,7,607,1,198,1,8,2,901220000,25,33,KG,277,327,277,4716,22180049,0,0,0,0
2301,48,580,PAN,6,CTG,25,7,607,1,198,1,8,2,1702902000,25,33,KG,13500,14480,13500,22875,107375021,0,3100,0,0
2301,48,580,PAN,6,CTG,25,7,607,1,198,1,8,2,2101110010,25,33,KG,678,746,678,29998,141071635,0,0,0,0
2301,48,580,PAN,6,CTG,25,7,607,1,198,1,8,2,3208900000,25,33,KG,1664,1724,1664,19514,93818173,0,0,0,0
2301,48,580,PAN,6,CTG,25,7,607,1,198,1,8,2,3214900000,25,33,KG,33348,35057,33348,27791,131602981,0,0,0,0
2301,48,580,PAN,6,CTG,25,7,607,1,198,1,8,2,3808941900,25,33,KG,158088,180252,158088,95397,448282454,0,0,0,0
